INFORMATION TYPE,DATE,PERIOD,USEP ($/MWh),LCP ($/MWh),DEMAND (MW),TCL (MW)
USEP,19 Oct 2020,27,72.07,0.0,6675.943,0.0
USEP,19 Oct 2020,28,74.36,0.0,6707.845,0.0
USEP,19 Oct 2020,29,73.67,0.0,6714.639,0.0
USEP,19 Oct 2020,30,74.33,0.0,6707.949,0.0
USEP,19 Oct 2020,31,72.72,0.0,6706.483,0.0
USEP,19 Oct 2020,32,76.58,0.0,6719.549,0.0
USEP,19 Oct 2020,33,73.34,0.0,6707.711,0.0
USEP,19 Oct 2020,34,72.57,0.0,6701.15,0.0
USEP,19 Oct 2020,35,71.91,0.0,6631.391,0.0
USEP,19 Oct 2020,36,70.02,0.0,6533.423,0.0
USEP,19 Oct 2020,37,68.76,0.0,6463.296,0.0
USEP,19 Oct 2020,38,71.09,0.0,6482.441,0.0
USEP,19 Oct 2020,39,71.66,0.0,6503.648,0.0
USEP,19 Oct 2020,40,71.12,0.0,6489.413,0.0
USEP,19 Oct 2020,41,71.84,0.0,6463.177,0.0
USEP,19 Oct 2020,42,71.75,0.0,6413.129,0.0
USEP,19 Oct 2020,43,77.23,0.0,6355.661,0.0
USEP,19 Oct 2020,44,71.44,0.0,6211.551,0.0
USEP,19 Oct 2020,45,63.12,0.0,6063.291,0.0
USEP,19 Oct 2020,46,61.61,0.0,5925.95,0.0
USEP,19 Oct 2020,47,61.61,0.0,5791.059,0.0
USEP,19 Oct 2020,48,60.59,0.0,5648.932,0.0
USEP,20 Oct 2020,1,64.62,0.0,5514.553,0.0
USEP,20 Oct 2020,2,61.37,0.0,5425.038,0.0
USEP,20 Oct 2020,3,60.5,0.0,5350.891,0.0
USEP,20 Oct 2020,4,59.9,0.0,5298.611,0.0
USEP,20 Oct 2020,5,59.72,0.0,5254.12,0.0
USEP,20 Oct 2020,6,59.49,0.0,5222.342,0.0
USEP,20 Oct 2020,7,59.32,0.0,5187.288,0.0
USEP,20 Oct 2020,8,58.01,0.0,5160.435,0.0
USEP,20 Oct 2020,9,58.02,0.0,5160.192,0.0
USEP,20 Oct 2020,10,58.87,0.0,5176.504,0.0
USEP,20 Oct 2020,11,59.71,0.0,5255.015,0.0
USEP,20 Oct 2020,12,61.11,0.0,5419.517,0.0
USEP,20 Oct 2020,13,61.6,0.0,5606.573,0.0
USEP,20 Oct 2020,14,62.59,0.0,5757.924,0.0
USEP,20 Oct 2020,15,61.59,0.0,5935.278,0.0
USEP,20 Oct 2020,16,63.95,0.0,6170.379,0.0
USEP,20 Oct 2020,17,70.61,0.0,6413.641,0.0
USEP,20 Oct 2020,18,73.22,0.0,6582.024,0.0
USEP,20 Oct 2020,19,91.61,0.0,6671.042,0.0
USEP,20 Oct 2020,20,91.49,0.0,6741.084,0.0
USEP,20 Oct 2020,21,90.83,0.0,6795.242,0.0
USEP,20 Oct 2020,22,94.11,0.0,6832.627,0.0
USEP,20 Oct 2020,23,95.22,0.0,6839.779,0.0
USEP,20 Oct 2020,24,90.82,0.0,6780.332,0.0
USEP,20 Oct 2020,25,80.97,0.0,6726.015,0.0
USEP,20 Oct 2020,26,75.27,0.0,6704.749,0.0
USEP,20 Oct 2020,27,80.97,0.0,6728.366,0.0
USEP,20 Oct 2020,28,83.67,0.0,6759.931,0.0
USEP,20 Oct 2020,29,84.54,0.0,6776.287,0.0
USEP,20 Oct 2020,30,83.66,0.0,6764.632,0.0
USEP,20 Oct 2020,31,80.97,0.0,6718.491,0.0
USEP,20 Oct 2020,32,80.85,0.0,6702.646,0.0
USEP,20 Oct 2020,33,71.66,0.0,6657.042,0.0
USEP,20 Oct 2020,34,72.49,0.0,6660.923,0.0
USEP,20 Oct 2020,35,71.25,0.0,6582.124,0.0
USEP,20 Oct 2020,36,68.29,0.0,6480.328,0.0
USEP,20 Oct 2020,37,68.29,0.0,6419.545,0.0
USEP,20 Oct 2020,38,70.64,0.0,6442.82,0.0
USEP,20 Oct 2020,39,71.57,0.0,6457.357,0.0
USEP,20 Oct 2020,40,71.68,0.0,6438.71,0.0
USEP,20 Oct 2020,41,81.31,0.0,6423.844,0.0
USEP,20 Oct 2020,42,77.76,0.0,6386.544,0.0
USEP,20 Oct 2020,43,71.74,0.0,6310.807,0.0
USEP,20 Oct 2020,44,67.54,0.0,6133.194,0.0
USEP,20 Oct 2020,45,61.45,0.0,5992.94,0.0
USEP,20 Oct 2020,46,61.6,0.0,5876.453,0.0
USEP,20 Oct 2020,47,60.92,0.0,5727.875,0.0
USEP,20 Oct 2020,48,60.58,0.0,5615.678,0.0
USEP,21 Oct 2020,1,62.62,0.0,5498.719,0.0
USEP,21 Oct 2020,2,61.38,0.0,5399.324,0.0
USEP,21 Oct 2020,3,60.16,0.0,5307.592,0.0
USEP,21 Oct 2020,4,59.5,0.0,5234.131,0.0
USEP,21 Oct 2020,5,59.48,0.0,5198.337,0.0
USEP,21 Oct 2020,6,59.31,0.0,5161.708,0.0
USEP,21 Oct 2020,7,59.26,0.0,5126.048,0.0
USEP,21 Oct 2020,8,57.84,0.0,5099.439,0.0
USEP,21 Oct 2020,9,58.72,0.0,5104.036,0.0
USEP,21 Oct 2020,10,59.21,0.0,5125.337,0.0
USEP,21 Oct 2020,11,59.41,0.0,5203.197,0.0
USEP,21 Oct 2020,12,61.48,0.0,5374.667,0.0
USEP,21 Oct 2020,13,61.57,0.0,5542.395,0.0
USEP,21 Oct 2020,14,62.82,0.0,5712.727,0.0
USEP,21 Oct 2020,15,61.91,0.0,5874.515,0.0
USEP,21 Oct 2020,16,62.62,0.0,6103.816,0.0
USEP,21 Oct 2020,17,68.51,0.0,6326.209,0.0
USEP,21 Oct 2020,18,71.27,0.0,6484.518,0.0
USEP,21 Oct 2020,19,72.95,0.0,6585.409,0.0
USEP,21 Oct 2020,20,80.91,0.0,6657.961,0.0
USEP,21 Oct 2020,21,80.88,0.0,6718.197,0.0
USEP,21 Oct 2020,22,80.86,0.0,6732.968,0.0
USEP,21 Oct 2020,23,80.87,0.0,6721.468,0.0
USEP,21 Oct 2020,24,71.68,0.0,6681.872,0.0
USEP,21 Oct 2020,25,71.35,0.0,6637.862,0.0
USEP,21 Oct 2020,26,71.43,0.0,6640.531,0.0
USEP,21 Oct 2020,27,80.93,0.0,6721.04,0.0
USEP,21 Oct 2020,28,81.05,0.0,6753.325,0.0
USEP,21 Oct 2020,29,82.07,0.0,6766.471,0.0
USEP,21 Oct 2020,30,81.05,0.0,6757.962,0.0
USEP,21 Oct 2020,31,81.05,0.0,6760.815,0.0
USEP,21 Oct 2020,32,81.03,0.0,6761.471,0.0
USEP,21 Oct 2020,33,81.04,0.0,6759.603,0.0
USEP,21 Oct 2020,34,82.0,0.0,6749.553,0.0
USEP,21 Oct 2020,35,80.9,0.0,6689.108,0.0
USEP,21 Oct 2020,36,71.67,0.0,6600.796,0.0
USEP,21 Oct 2020,37,71.42,0.0,6527.419,0.0
USEP,21 Oct 2020,38,71.66,0.0,6535.774,0.0
USEP,21 Oct 2020,39,80.86,0.0,6568.128,0.0
USEP,21 Oct 2020,40,82.04,0.0,6549.724,0.0
USEP,21 Oct 2020,41,89.56,0.0,6506.003,0.0
USEP,21 Oct 2020,42,82.58,0.0,6466.054,0.0
USEP,21 Oct 2020,43,80.28,0.0,6389.914,0.0
USEP,21 Oct 2020,44,71.35,0.0,6253.532,0.0
USEP,21 Oct 2020,45,70.63,0.0,6104.571,0.0
USEP,21 Oct 2020,46,64.65,0.0,5948.285,0.0
USEP,21 Oct 2020,47,61.63,0.0,5781.044,0.0
USEP,21 Oct 2020,48,60.58,0.0,5591.031,0.0
USEP,22 Oct 2020,1,61.99,0.0,5414.636,0.0
USEP,22 Oct 2020,2,60.5,0.0,5318.407,0.0
USEP,22 Oct 2020,3,59.77,0.0,5261.6,0.0
USEP,22 Oct 2020,4,59.64,0.0,5207.486,0.0
USEP,22 Oct 2020,5,59.47,0.0,5148.363,0.0
USEP,22 Oct 2020,6,58.75,0.0,5098.494,0.0
USEP,22 Oct 2020,7,58.43,0.0,5078.669,0.0
USEP,22 Oct 2020,8,57.45,0.0,5061.458,0.0
USEP,22 Oct 2020,9,57.2,0.0,5057.795,0.0
USEP,22 Oct 2020,10,58.43,0.0,5081.288,0.0
USEP,22 Oct 2020,11,59.49,0.0,5175.281,0.0
USEP,22 Oct 2020,12,60.6,0.0,5338.178,0.0
USEP,22 Oct 2020,13,62.53,0.0,5526.526,0.0
USEP,22 Oct 2020,14,65.64,0.0,5680.427,0.0
USEP,22 Oct 2020,15,61.6,0.0,5848.93,0.0
USEP,22 Oct 2020,16,64.64,0.0,6097.807,0.0
USEP,22 Oct 2020,17,62.32,0.0,6340.815,0.0
USEP,22 Oct 2020,18,70.66,0.0,6493.066,0.0
USEP,22 Oct 2020,19,71.37,0.0,6548.994,0.0
USEP,22 Oct 2020,20,71.58,0.0,6594.797,0.0
USEP,22 Oct 2020,21,71.44,0.0,6614.881,0.0
USEP,22 Oct 2020,22,71.25,0.0,6633.653,0.0
USEP,22 Oct 2020,23,71.18,0.0,6607.034,0.0
USEP,22 Oct 2020,24,70.62,0.0,6548.661,0.0
USEP,22 Oct 2020,25,69.53,0.0,6514.273,0.0
USEP,22 Oct 2020,26,70.64,0.0,6530.853,0.0
USEP,22 Oct 2020,27,71.18,0.0,6592.581,0.0
USEP,22 Oct 2020,28,71.18,0.0,6598.689,0.0
USEP,22 Oct 2020,29,71.02,0.0,6574.46,0.0
USEP,22 Oct 2020,30,70.94,0.0,6574.162,0.0
USEP,22 Oct 2020,31,71.18,0.0,6587.178,0.0
USEP,22 Oct 2020,32,71.19,0.0,6622.714,0.0
USEP,22 Oct 2020,33,71.42,0.0,6659.273,0.0
USEP,22 Oct 2020,34,71.25,0.0,6639.622,0.0
USEP,22 Oct 2020,35,71.19,0.0,6582.188,0.0
USEP,22 Oct 2020,36,70.6,0.0,6473.962,0.0
USEP,22 Oct 2020,37,68.66,0.0,6399.864,0.0
USEP,22 Oct 2020,38,70.62,0.0,6404.138,0.0
USEP,22 Oct 2020,39,71.13,0.0,6427.542,0.0
USEP,22 Oct 2020,40,71.25,0.0,6426.851,0.0
USEP,22 Oct 2020,41,70.63,0.0,6396.504,0.0
USEP,22 Oct 2020,42,70.23,0.0,6362.236,0.0
USEP,22 Oct 2020,43,68.31,0.0,6289.615,0.0
USEP,22 Oct 2020,44,68.31,0.0,6155.792,0.0
USEP,22 Oct 2020,45,64.65,0.0,6014.47,0.0
USEP,22 Oct 2020,46,62.62,0.0,5887.233,0.0
USEP,22 Oct 2020,47,61.59,0.0,5740.425,0.0
USEP,22 Oct 2020,48,60.58,0.0,5630.006,0.0
USEP,23 Oct 2020,1,64.62,0.0,5522.704,0.0
USEP,23 Oct 2020,2,62.61,0.0,5427.767,0.0
USEP,23 Oct 2020,3,60.49,0.0,5324.54,0.0
USEP,23 Oct 2020,4,59.92,0.0,5246.859,0.0
USEP,23 Oct 2020,5,59.72,0.0,5211.11,0.0
USEP,23 Oct 2020,6,59.59,0.0,5174.868,0.0
USEP,23 Oct 2020,7,59.49,0.0,5154.8,0.0
USEP,23 Oct 2020,8,59.25,0.0,5123.568,0.0
USEP,23 Oct 2020,9,59.47,0.0,5135.745,0.0
USEP,23 Oct 2020,10,59.48,0.0,5151.455,0.0
USEP,23 Oct 2020,11,59.92,0.0,5227.69,0.0
USEP,23 Oct 2020,12,61.86,0.0,5383.519,0.0
USEP,23 Oct 2020,13,62.61,0.0,5560.983,0.0
USEP,23 Oct 2020,14,65.65,0.0,5739.614,0.0
USEP,23 Oct 2020,15,62.87,0.0,5909.395,0.0
USEP,23 Oct 2020,16,66.78,0.0,6152.751,0.0
USEP,23 Oct 2020,17,69.75,0.0,6362.634,0.0
USEP,23 Oct 2020,18,71.47,0.0,6515.879,0.0
USEP,23 Oct 2020,19,76.48,0.0,6605.796,0.0
USEP,23 Oct 2020,20,79.82,0.0,6689.948,0.0
USEP,23 Oct 2020,21,76.15,0.0,6736.929,0.0
USEP,23 Oct 2020,22,81.01,0.0,6762.992,0.0
USEP,23 Oct 2020,23,81.01,0.0,6755.448,0.0
USEP,23 Oct 2020,24,75.55,0.0,6723.247,0.0
USEP,23 Oct 2020,25,71.43,0.0,6659.432,0.0
USEP,23 Oct 2020,26,71.43,0.0,6646.54,0.0
USEP,23 Oct 2020,27,73.52,0.0,6692.851,0.0
USEP,23 Oct 2020,28,81.99,0.0,6744.305,0.0
USEP,23 Oct 2020,29,87.78,0.0,6773.051,0.0
USEP,23 Oct 2020,30,87.78,0.0,6751.859,0.0
USEP,23 Oct 2020,31,85.09,0.0,6733.624,0.0
USEP,23 Oct 2020,32,94.68,0.0,6746.541,0.0
USEP,23 Oct 2020,33,88.35,0.0,6738.321,0.0
USEP,23 Oct 2020,34,81.59,0.0,6718.381,0.0
USEP,23 Oct 2020,35,70.66,0.0,6638.26,0.0
USEP,23 Oct 2020,36,64.06,0.0,6544.948,0.0
USEP,23 Oct 2020,37,68.48,0.0,6473.847,0.0
USEP,23 Oct 2020,38,70.68,0.0,6477.724,0.0
USEP,23 Oct 2020,39,71.3,0.0,6485.537,0.0
USEP,23 Oct 2020,40,64.05,0.0,6442.124,0.0
USEP,23 Oct 2020,41,75.55,0.0,6403.875,0.0
USEP,23 Oct 2020,42,80.55,0.0,6349.612,0.0
USEP,23 Oct 2020,43,81.04,0.0,6277.309,0.0
USEP,23 Oct 2020,44,70.64,0.0,6132.07,0.0
USEP,23 Oct 2020,45,61.6,0.0,6011.747,0.0
USEP,23 Oct 2020,46,71.54,0.0,5900.995,0.0
USEP,23 Oct 2020,47,63.63,0.0,5785.358,0.0
USEP,23 Oct 2020,48,63.18,0.0,5709.685,0.0
USEP,24 Oct 2020,1,74.46,0.0,5618.679,0.0
USEP,24 Oct 2020,2,72.56,0.0,5523.26,0.0
USEP,24 Oct 2020,3,68.41,0.0,5407.658,0.0
USEP,24 Oct 2020,4,61.59,0.0,5324.793,0.0
USEP,24 Oct 2020,5,59.9,0.0,5269.129,0.0
USEP,24 Oct 2020,6,59.56,0.0,5200.285,0.0
USEP,24 Oct 2020,7,59.51,0.0,5175.201,0.0
USEP,24 Oct 2020,8,59.43,0.0,5151.813,0.0
USEP,24 Oct 2020,9,59.5,0.0,5138.215,0.0
USEP,24 Oct 2020,10,59.23,0.0,5132.951,0.0
USEP,24 Oct 2020,11,59.5,0.0,5159.367,0.0
USEP,24 Oct 2020,12,59.59,0.0,5222.223,0.0
USEP,24 Oct 2020,13,59.57,0.0,5285.724,0.0
USEP,24 Oct 2020,14,60.7,0.0,5351.313,0.0
USEP,24 Oct 2020,15,61.58,0.0,5457.731,0.0
USEP,24 Oct 2020,16,69.39,0.0,5605.484,0.0
USEP,24 Oct 2020,17,72.7,0.0,5794.985,0.0
USEP,24 Oct 2020,18,72.68,0.0,5931.347,0.0
USEP,24 Oct 2020,19,71.39,0.0,6038.679,0.0
USEP,24 Oct 2020,20,70.69,0.0,6103.553,0.0
USEP,24 Oct 2020,21,79.83,0.0,6184.847,0.0
USEP,24 Oct 2020,22,79.82,0.0,6192.441,0.0
USEP,24 Oct 2020,23,77.27,0.0,6198.519,0.0
USEP,24 Oct 2020,24,72.72,0.0,6146.777,0.0
USEP,24 Oct 2020,25,71.4,0.0,6102.236,0.0
USEP,24 Oct 2020,26,70.7,0.0,6069.881,0.0
USEP,24 Oct 2020,27,71.41,0.0,6074.294,0.0
USEP,24 Oct 2020,28,70.69,0.0,6051.025,0.0
USEP,24 Oct 2020,29,70.69,0.0,6046.959,0.0
USEP,24 Oct 2020,30,65.59,0.0,6019.714,0.0
USEP,24 Oct 2020,31,65.66,0.0,5971.221,0.0
USEP,24 Oct 2020,32,67.46,0.0,5938.921,0.0
USEP,24 Oct 2020,33,64.66,0.0,5923.271,0.0
USEP,24 Oct 2020,34,64.65,0.0,5920.478,0.0
USEP,24 Oct 2020,35,64.66,0.0,5893.173,0.0
USEP,24 Oct 2020,36,67.6,0.0,5894.922,0.0
USEP,24 Oct 2020,37,68.94,0.0,5926.566,0.0
USEP,24 Oct 2020,38,72.7,0.0,6004.103,0.0
USEP,24 Oct 2020,39,75.56,0.0,6068.097,0.0
USEP,24 Oct 2020,40,80.4,0.0,6116.226,0.0
USEP,24 Oct 2020,41,74.45,0.0,6120.247,0.0
USEP,24 Oct 2020,42,72.73,0.0,6103.463,0.0
USEP,24 Oct 2020,43,75.57,0.0,6082.361,0.0
USEP,24 Oct 2020,44,71.85,0.0,6021.702,0.0
USEP,24 Oct 2020,45,71.23,0.0,5926.283,0.0
USEP,24 Oct 2020,46,65.47,0.0,5814.801,0.0
USEP,24 Oct 2020,47,64.63,0.0,5732.145,0.0
USEP,24 Oct 2020,48,62.29,0.0,5602.194,0.0
USEP,25 Oct 2020,1,67.5,0.0,5462.035,0.0
USEP,25 Oct 2020,2,62.88,0.0,5344.982,0.0
USEP,25 Oct 2020,3,62.56,0.0,5302.384,0.0
USEP,25 Oct 2020,4,60.58,0.0,5211.254,0.0
USEP,25 Oct 2020,5,59.88,0.0,5149.924,0.0
USEP,25 Oct 2020,6,59.23,0.0,5086.611,0.0
USEP,25 Oct 2020,7,59.43,0.0,5065.19,0.0
USEP,25 Oct 2020,8,58.5,0.0,5040.196,0.0
USEP,25 Oct 2020,9,57.57,0.0,5009.352,0.0
USEP,25 Oct 2020,10,53.31,0.0,4984.135,0.0
USEP,25 Oct 2020,11,57.59,0.0,5005.501,0.0
USEP,25 Oct 2020,12,55.75,0.0,5031.484,0.0
USEP,25 Oct 2020,13,54.94,0.0,5072.009,0.0
USEP,25 Oct 2020,14,54.96,0.0,5089.494,0.0
USEP,25 Oct 2020,15,54.73,0.0,5124.348,0.0
USEP,25 Oct 2020,16,57.59,0.0,5192.591,0.0
USEP,25 Oct 2020,17,58.52,0.0,5321.15,0.0
USEP,25 Oct 2020,18,58.56,0.0,5419.606,0.0
USEP,25 Oct 2020,19,58.78,0.0,5497.774,0.0
USEP,25 Oct 2020,20,59.79,0.0,5556.609,0.0
USEP,25 Oct 2020,21,60.64,0.0,5620.349,0.0
USEP,25 Oct 2020,22,61.61,0.0,5638.619,0.0
USEP,25 Oct 2020,23,60.64,0.0,5634.454,0.0
USEP,25 Oct 2020,24,60.63,0.0,5619.509,0.0
USEP,25 Oct 2020,25,59.3,0.0,5607.045,0.0
USEP,25 Oct 2020,26,59.3,0.0,5615.856,0.0
USEP,25 Oct 2020,27,59.38,0.0,5644.18,0.0
USEP,25 Oct 2020,28,60.05,0.0,5648.559,0.0
USEP,25 Oct 2020,29,60.63,0.0,5659.692,0.0
USEP,25 Oct 2020,30,60.64,0.0,5653.827,0.0
USEP,25 Oct 2020,31,60.64,0.0,5681.132,0.0
USEP,25 Oct 2020,32,60.64,0.0,5674.607,0.0
USEP,25 Oct 2020,33,60.62,0.0,5685.466,0.0
USEP,25 Oct 2020,34,60.92,0.0,5700.863,0.0
USEP,25 Oct 2020,35,61.58,0.0,5749.823,0.0
USEP,25 Oct 2020,36,61.59,0.0,5765.608,0.0
USEP,25 Oct 2020,37,63.6,0.0,5838.845,0.0
USEP,25 Oct 2020,38,68.78,0.0,5943.976,0.0
USEP,25 Oct 2020,39,71.83,0.0,6031.95,0.0
USEP,25 Oct 2020,40,77.72,0.0,6072.868,0.0
USEP,25 Oct 2020,41,80.33,0.0,6116.708,0.0
USEP,25 Oct 2020,42,80.54,0.0,6130.003,0.0
USEP,25 Oct 2020,43,80.2,0.0,6084.552,0.0
USEP,25 Oct 2020,44,71.28,0.0,5997.662,0.0
USEP,25 Oct 2020,45,68.85,0.0,5890.444,0.0
USEP,25 Oct 2020,46,64.68,0.0,5780.334,0.0
USEP,25 Oct 2020,47,60.98,0.0,5654.821,0.0
USEP,25 Oct 2020,48,60.62,0.0,5515.636,0.0
USEP,26 Oct 2020,1,68.36,0.0,5375.289,0.0
USEP,26 Oct 2020,2,65.56,0.0,5278.195,0.0
USEP,26 Oct 2020,3,65.55,0.0,5209.246,0.0
USEP,26 Oct 2020,4,62.59,0.0,5144.507,0.0
USEP,26 Oct 2020,5,60.5,0.0,5090.592,0.0
USEP,26 Oct 2020,6,59.48,0.0,5038.596,0.0
USEP,26 Oct 2020,7,59.31,0.0,5005.327,0.0
USEP,26 Oct 2020,8,59.3,0.0,5003.602,0.0
USEP,26 Oct 2020,9,59.3,0.0,5003.011,0.0
USEP,26 Oct 2020,10,59.46,0.0,5018.92,0.0
USEP,26 Oct 2020,11,59.51,0.0,5109.15,0.0
USEP,26 Oct 2020,12,65.62,0.0,5283.408,0.0
USEP,26 Oct 2020,13,67.99,0.0,5481.234,0.0
USEP,26 Oct 2020,14,68.65,0.0,5652.858,0.0
USEP,26 Oct 2020,15,61.64,0.0,5817.415,0.0
USEP,26 Oct 2020,16,62.6,0.0,6044.231,0.0
USEP,26 Oct 2020,17,61.6,0.0,6279.625,0.0
USEP,26 Oct 2020,18,71.18,0.0,6486.521,0.0
USEP,26 Oct 2020,19,68.84,0.0,6582.432,0.0
USEP,26 Oct 2020,20,70.39,0.0,6643.638,0.0
USEP,26 Oct 2020,21,71.27,0.0,6689.565,0.0
USEP,26 Oct 2020,22,71.31,0.0,6709.594,0.0
USEP,26 Oct 2020,23,71.3,0.0,6703.198,0.0
USEP,26 Oct 2020,24,70.91,0.0,6641.148,0.0
USEP,26 Oct 2020,25,68.84,0.0,6593.426,0.0
USEP,26 Oct 2020,26,70.18,0.0,6605.11,0.0
USEP,26 Oct 2020,27,71.63,0.0,6676.012,0.0
USEP,26 Oct 2020,28,72.0,0.0,6697.731,0.0
USEP,26 Oct 2020,29,71.83,0.0,6686.623,0.0
USEP,26 Oct 2020,30,71.83,0.0,6683.711,0.0
USEP,26 Oct 2020,31,71.83,0.0,6674.357,0.0
USEP,26 Oct 2020,32,71.83,0.0,6674.471,0.0
USEP,26 Oct 2020,33,71.83,0.0,6665.759,0.0
USEP,26 Oct 2020,34,71.63,0.0,6654.572,0.0
USEP,26 Oct 2020,35,71.27,0.0,6584.48,0.0
USEP,26 Oct 2020,36,71.28,0.0,6479.508,0.0
USEP,26 Oct 2020,37,71.19,0.0,6414.381,0.0
USEP,26 Oct 2020,38,72.24,0.0,6425.867,0.0
USEP,26 Oct 2020,39,81.47,0.0,6453.222,0.0
USEP,26 Oct 2020,40,81.15,0.0,6440.141,0.0
USEP,26 Oct 2020,41,74.62,0.0,6395.247,0.0
USEP,26 Oct 2020,42,81.15,0.0,6346.541,0.0
USEP,26 Oct 2020,43,80.53,0.0,6266.628,0.0
USEP,26 Oct 2020,44,85.61,0.0,6118.582,0.0
USEP,26 Oct 2020,45,79.29,0.0,5969.184,0.0
USEP,26 Oct 2020,46,70.16,0.0,5824.214,0.0
USEP,26 Oct 2020,47,61.59,0.0,5677.798,0.0
USEP,26 Oct 2020,48,59.39,0.0,5490.692,0.0
USEP,27 Oct 2020,1,58.59,0.0,5311.21,0.0
USEP,27 Oct 2020,2,57.21,0.0,5214.648,0.0
USEP,27 Oct 2020,3,55.51,0.0,5206.05,0.0
USEP,27 Oct 2020,4,48.51,0.0,5137.797,0.0
USEP,27 Oct 2020,5,46.95,0.0,5097.401,0.0
USEP,27 Oct 2020,6,46.67,0.0,5068.143,0.0
USEP,27 Oct 2020,7,46.27,0.0,5046.28,0.0
USEP,27 Oct 2020,8,41.62,0.0,5017.354,0.0
USEP,27 Oct 2020,9,42.72,0.0,5023.497,0.0
USEP,27 Oct 2020,10,46.37,0.0,5046.006,0.0
USEP,27 Oct 2020,11,48.52,0.0,5130.516,0.0
USEP,27 Oct 2020,12,58.47,0.0,5291.793,0.0
USEP,27 Oct 2020,13,60.56,0.0,5464.604,0.0
USEP,27 Oct 2020,14,68.69,0.0,5633.053,0.0
USEP,27 Oct 2020,15,70.56,0.0,5838.279,0.0
USEP,27 Oct 2020,16,81.45,0.0,6098.523,0.0
USEP,27 Oct 2020,17,92.57,0.0,6308.694,0.0
USEP,27 Oct 2020,18,86.36,0.0,6463.212,0.0
USEP,27 Oct 2020,19,96.8,0.0,6562.999,0.0
USEP,27 Oct 2020,20,96.07,0.0,6631.372,0.0
USEP,27 Oct 2020,21,81.58,0.0,6676.594,0.0
USEP,27 Oct 2020,22,92.6,0.0,6688.318,0.0
USEP,27 Oct 2020,23,90.23,0.0,6673.761,0.0
USEP,27 Oct 2020,24,79.4,0.0,6616.317,0.0
USEP,27 Oct 2020,25,80.48,0.0,6566.96,0.0
USEP,27 Oct 2020,26,78.15,0.0,6587.149,0.0
USEP,27 Oct 2020,27,94.76,0.0,6657.007,0.0
USEP,27 Oct 2020,28,94.76,0.0,6687.384,0.0
USEP,27 Oct 2020,29,92.6,0.0,6690.788,0.0
USEP,27 Oct 2020,30,92.59,0.0,6709.247,0.0
USEP,27 Oct 2020,31,90.99,0.0,6712.86,0.0
USEP,27 Oct 2020,32,91.47,0.0,6716.274,0.0
USEP,27 Oct 2020,33,84.57,0.0,6717.954,0.0
USEP,27 Oct 2020,34,92.59,0.0,6718.709,0.0
USEP,27 Oct 2020,35,90.64,0.0,6661.495,0.0
USEP,27 Oct 2020,36,80.56,0.0,6568.118,0.0
USEP,27 Oct 2020,37,78.09,0.0,6479.324,0.0
USEP,27 Oct 2020,38,78.49,0.0,6497.206,0.0
USEP,27 Oct 2020,39,85.61,0.0,6531.435,0.0
USEP,27 Oct 2020,40,81.24,0.0,6516.908,0.0
USEP,27 Oct 2020,41,80.47,0.0,6481.79,0.0
USEP,27 Oct 2020,42,78.37,0.0,6440.926,0.0
USEP,27 Oct 2020,43,94.78,0.0,6377.161,0.0
USEP,27 Oct 2020,44,78.47,0.0,6245.769,0.0
USEP,27 Oct 2020,45,77.94,0.0,6102.857,0.0
USEP,27 Oct 2020,46,64.58,0.0,5968.741,0.0
USEP,27 Oct 2020,47,58.47,0.0,5836.162,0.0
USEP,27 Oct 2020,48,51.76,0.0,5654.021,0.0
USEP,28 Oct 2020,1,57.73,0.0,5492.387,0.0
USEP,28 Oct 2020,2,60.58,0.0,5392.45,0.0
USEP,28 Oct 2020,3,60.54,0.0,5355.886,0.0
USEP,28 Oct 2020,4,59.6,0.0,5282.693,0.0
USEP,28 Oct 2020,5,60.23,0.0,5237.649,0.0
USEP,28 Oct 2020,6,60.0,0.0,5200.121,0.0
USEP,28 Oct 2020,7,59.59,0.0,5174.878,0.0
USEP,28 Oct 2020,8,59.02,0.0,5142.156,0.0
USEP,28 Oct 2020,9,59.16,0.0,5143.91,0.0
USEP,28 Oct 2020,10,59.59,0.0,5157.508,0.0
USEP,28 Oct 2020,11,60.4,0.0,5240.075,0.0
USEP,28 Oct 2020,12,61.99,0.0,5402.917,0.0
USEP,28 Oct 2020,13,65.25,0.0,5576.067,0.0
USEP,28 Oct 2020,14,71.7,0.0,5737.845,0.0
USEP,28 Oct 2020,15,71.09,0.0,5908.724,0.0
USEP,28 Oct 2020,16,88.69,0.0,6140.047,0.0
USEP,28 Oct 2020,17,100.67,0.0,6361.227,0.0
USEP,28 Oct 2020,18,110.77,0.0,6509.462,0.0
USEP,28 Oct 2020,19,104.83,0.0,6574.763,0.0
USEP,28 Oct 2020,20,121.15,0.0,6626.203,0.0
USEP,28 Oct 2020,21,106.69,0.0,6674.432,0.0
USEP,28 Oct 2020,22,92.5,0.0,6678.269,0.0
USEP,28 Oct 2020,23,79.22,0.0,6675.023,0.0
USEP,28 Oct 2020,24,74.89,0.0,6652.743,0.0
USEP,28 Oct 2020,25,71.18,0.0,6614.727,0.0
USEP,28 Oct 2020,26,93.79,0.0,6746.576,0.0
USEP,28 Oct 2020,27,94.81,0.0,6794.8,0.0
USEP,28 Oct 2020,28,91.12,0.0,6742.789,0.0
USEP,28 Oct 2020,29,86.05,0.0,6723.143,0.0
